subregion,country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,longitude,latitude,material,delta 13,method and id,citation,source,comments
Southwest,Spain,S&E Spain,3,End Glacial,Early  Epigravettian,Balma de la Roureda,"capa 7, II","Balma de la Roureda capa 7, II",13223,11350,70,0.0062,intcal13,Beta-244009,-0.3095,40.4580,Charcoal Pinus nigra/sylvestris,?,"AMS, 4320",Roman Monroig D.2010. Pyrenae 41:  7-28.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,"Epipalaeolithic, Microlaminar Azilian",Balma del Gai,1.2 / Base,Balma del Gai 1.2,13084,11170,160,0.0143,intcal13,Gif-10029,2.0947,41.8299,Charcoal,NA,"Conv 14C, 6666",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,"Epipalaeolithic, Microlaminar Azilian",Balma del Gai,1.2 / Base,Balma del Gai 1.2,12969,11054,160,0.0145,intcal13,NA,2.0947,41.8299,NA,NA,"Conv 14C, 6591",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,11942,10260,90,0.0088,intcal13,GifA-95617,2.0947,41.8299,charcoal,?,"AMS, 6947",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,14392,12240,110,0.009,intcal13,GifA-95630,2.0947,41.8299,charcoal,?,"AMS, 5292",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,11326,9830,140,0.0142,intcal13,Gif-10028,2.0947,41.8299,Charcoal,NA,"Conv 14C, 6593",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,11662,10050,160,0.0159,intcal13,MC-2140,2.0947,41.8299,charcoal,NA,"Conv 14C, 6668",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,11648,10030,160,0.016,intcal13,MC-2141,2.0947,41.8299,NA,NA,"Conv 14C, 6592",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,Balma del Gai,I.1 / II,Balma del Gai I.1 / II,11238,9860,400,0.0406,intcal13,MC-1478,2.0947,41.8299,NA,NA,"Conv 14C, 7691",Cava Almuzara A. 2004. Saldvie 4: 17-40. Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83. Allue E.  E.a. 2007. Trabajos de Prehistoria 64: 87-97. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. e.a. 2013. TP 70: 54-75.,Leuven,NA
Northeast,Italy,NA,1,LGM,Epigravettian,Balma Grande,NA,Balma Grande,20796,17200,180,0.0105,intcal13,GrA-95072,7.5300,43.7833,bone,?,"AMS, 4452",NA,Leuven,NA
Northeast,Italy,NA,1,LGM,Epigravettian,Balma Grande,NA,Balma Grande,23240,19280,220,0.0114,intcal13,GifA-95073,7.5300,43.7833,antler,?,"AMS, 4451",NA,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Ancient Epigravettian,Baracche,single layer,Baracche single layer,18151,14929,110,0.0074,intcal13,LTL-172A,13.2167,43.3667,charcoal,NA,"Conv 14C, 7953","Broglio A.  2006. ERAUL 115: 105-110. Peresani et al., 2005",Leuven,NA
Southeast,Italy,NA,1,LGM,Middle Palaeolithic (late? Mousterian) Early? Upper Palaeolithic (Aurignacian),Barbara,NA,Barbara,30466,26580,350,0.0132,intcal13,OxA-3609,13.0333,41.2333,charred bone,?,"AMS, 24","Zampetti & Mussi, ERAUL 35 1988, p. 199-214, Caloi & Palombo, Quaternaria Nova I, 1990-1991, p. 267-276; Mussi & Zampetti, Quaternaria Nova I, 1990-1991, p. 277-287; Mussi & Zampetti, XIII Congres UISPP, Lazio & Bbuzzo, vol. 10, 1995, p. 106-113",Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,Gravettian,Barma Grande,NA,Barma Grande,17097,14110,150,0.0106,intcal13,GifA-95074,7.5356,43.7834,bone,?,"AMS, 4450",NA,Leuven,NA
Northeast,Italy,NA,1,LGM,Gravettian?,Barma Grande,skeleton from BG6 at a depth of 6.4 m,Barma Grande BG6,29007,24800,800,0.0323,intcal13,OxA-10093,7.5356,43.7834,metatarsal bone from the skeleton of the adult male BM6,-19.7,"AMS, 2160",Formicola e.a. 2004. C.A. 45:114-118.,Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,Upper Palaeolithic,Barma Grande,burial 2,Barma Grande burial 2,18235,14990,80,0.0053,intcal13,Beta-63510 CAMS-7641,7.5356,43.7834,rib fragment from adult male,?,"AMS, 1817",Formicola V. e.a. Current Anthropology 45: 108.,Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Magdalenian (lower or middle),Barranc de l'Infern,NA,Barranc de l'Infern,21458,17800,290,0.0163,intcal13,Gif-7060,-0.1300,38.8300,bone,NA,"Conv 14C, 246","Cacho C., Ripoll S., 1987. Nuevas piezas de arte mueble en el mediterraeo Espanol. Trabayos de Prehistoria, 44:35-62",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Early Upper Palaeolithic (Gravettian),Barriada,A,Barriada A,27011,22750,110,0.0048,intcal13,Beta-296222,-0.0764,38.5481,Pinus nigra from EC-1,-21.9,"AMS, 6619",Fernandez-Lopez de Pablo  J. e.a. 2014.; PLoS ONE 9(8): e104898. doi:10.1371/journal.pone.0104898,Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Early Upper Palaeolithic (Gravettian),Barriada,B,Barriada B,29301,25260,120,0.0048,intcal13,Beta-296223,-0.0764,38.5481,Fabaceae from EC-2,-22.5,"AMS, 6620",Fernandez-Lopez de Pablo  J. e.a. 2014.; PLoS ONE 9(8): e104898. doi:10.1371/journal.pone.0104898,Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Early Upper Palaeolithic (Gravettian),Barriada,C,Barriada C,31129,27140,160,0.0059,intcal13,Beta-362534,-0.0764,38.5481,Juniperus sp.from EC-3,-20.5,"AMS, 6621",Fernandez-Lopez de Pablo  J. e.a. 2014.; PLoS ONE 9(8): e104898. doi:10.1371/journal.pone.0104898,Leuven,NA
Northeast,Italy,NW Italy,1,LGM,unspec.,Basura,NA,Basura,28375,24230,290,0.012,intcal13,GrN-4897,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,unspec.,Basura,NA,Basura,14483,12340,160,0.013,intcal13,GrN-5007,7.9333,44.0500,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Sauveterrian,Baume de Montclus,NA,Baume de Montclus,8849,7950,100,0.0126,intcal13,MC-730,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c10B,Baume de Montclus 10,7818,6990,40,0.0057,intcal13,Beta253161,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c12A,Baume de Montclus 12,7996,7170,50,0.007,intcal13,Beta253162,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c13B,Baume de Montclus 13,8012,7190,50,0.007,intcal13,Beta253163,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c 13,Baume de Montclus 13,8028,7200,100,0.0139,intcal13,MC729,4.4198,44.2610,NA,NA,NA,Banadora,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c14B,Baume de Montclus 14,8154,7320,50,0.0068,intcal13,Beta253164,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Castelnovian,Baume de Montclus,14,Baume de Montclus 14,7890,7020,140,0.0199,intcal13,Ly-496,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Castelnovian,Baume de Montclus,14,Baume de Montclus 14,7228,6440,230,0.0357,intcal13,Ly-495,4.4198,44.2610,NA,NA,NA,NA,PANCEA,minimum age
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c15,Baume de Montclus 15,8592,7770,50,0.0064,intcal13,Beta255115,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c16,Baume de Montclus 16,8482,7670,50,0.0065,intcal13,Beta253166,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Montclusian,Baume de Montclus,16,Baume de Montclus 16,8424,7540,160,0.0212,intcal13,Ly-542,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c18B,Baume de Montclus 18,8686,7800,50,0.0064,intcal13,Beta255116,4.4198,44.2610,NA,NA,NA,Perrin et al. in press,O Garcia,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Sauveterrian,Baume de Montclus,21,Baume de Montclus 21,8824,7890,170,0.0215,intcal13,Ly-305,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Sauveterrian,Baume de Montclus,layer 21 F,Baume de Montclus 21,8684,7780,250,0.0321,intcal13,Ly-306,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Sauveterrian,Baume de Montclus,Layer 22,Baume de Montclus 22,8468,7670,60,0.0078,intcal13,KN-58,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Sauveterrian,Baume de Montclus,Level 22,Baume de Montclus 22,8726,7750,340,0.0439,intcal13,Ly-308,4.4198,44.2610,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,4,Holocene,Mesolithic,Baume de Montclus,c 7-8-9,Baume de Montclus 7-9,7726,6880,100,0.0145,intcal13,MC728,4.4198,44.2610,NA,NA,NA,Banadora,O Garcia,NA
N Central,France,Rhรดne-Alpes,4,Holocene,Tardenoisian,Baume de Ronze,1-c. 87 test unit,Baume de Ronze 1-c. 87 test unit,9424,8480,190,0.0224,intcal13,Ly-2178,4.4500,44.3167,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,1,LGM,Middle Magdalenian,Baume du Lion,3,Baume du Lion 3,19614,16200,400,0.0247,intcal13,MC-1209,3.7333,43.9167,NA,NA,"Conv 14C, 7179",Djindjian 2003,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian,Baume du Lion,B,Baume du Lion B,15556,13100,300,0.0229,intcal13,MC-2448,3.7333,43.9167,Charcoal,NA,"Conv 14C, 3829",NA,Leuven,NA
N Central,France,NA,3,End Glacial,"Recent Gravettian, Azlian, Late epigravetian",Baume Goulon,Couche Paleo fouilles Taxil,Baume Goulan fouillles Taxil,11896,10220,85,0.0083,intcal13,Gif-10815,6.2333,43.5499,Bone Cervus elapphus,NA,"Conv 14C, 4110",Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54. Naudinot N.e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,3,End Glacial,Gravettian,Baume Goulan,fouillles Taxil,Baume Goulan fouillles Taxil,13730,11865,70,0.0059,intcal13,LYON-672,6.2167,43.6333,Charcoal,?,"AMS, 3439",NA,Leuven,NA
N Central,France,NA,3,End Glacial,NA,Baume Longue,3a,Baume Longue 3a,11328,9780,220,0.0225,intcal13,MC-591,4.8900,43.4800,mollusc shell,NA,"Conv 14C, 1777",NA,Leuven,NA
N Central,France,NA,1,LGM,FAUNA / Middle Pal.,Baume Longue,"basal fill, Grands Puits pit","Baume Longue basal fill, Grands Puits pit",30674,26500,1000,0.0377,intcal13,Ly-2415,4.8900,43.4800,bones,NA,"Conv 14C, 2678","Radiocarbon 25(1): 73 (Lyon datelist 9).  *cave bear. a.k.a. Grotte de Dions.  Archaeology: if near Ponteau, then LUP: Escalon de Fonton, M. 1966 (BSPF 63: 66-180, esp. pp.148-55)",Leuven,NA
N Central,France,NA,1,LGM,Palaeolithic rock art,Baume-Latrone,Basal soil from Russan pit,Baume-Latrone Basal soil from Russan pit,33645,29600,1100,0.0372,intcal13,Ly-1966,4.3420,43.9260,ursus spelaeus bones,NA,"Conv 14C, 2680",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdalenian,Bedeilhac,?,Bedeilhac,16600,13725,100,0.0073,intcal13,LYON-427,1.5640,42.8733,"Charcoal, ech 6, couche 3, K26",?,"AMS, 2559",Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdalenian,Bedeilhac,?,Bedeilhac,16522,13660,100,0.0073,intcal13,LYON-428,1.5640,42.8733,"Charcoal, Ech 7, structure K27",?,"AMS, 2560",Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdalenian,Bedeilhac,?,Bedeilhac,15816,13220,100,0.0076,intcal13,LYON-423,1.5640,42.8733,"Charcoal, Ech 2, limon inf.",?,"AMS, 355",Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdalenian,Bedeilhac,?,Bedeilhac,16543,13680,155,0.0113,intcal13,LYON-425,1.5640,42.8733,"Charcoal, Ech 4, K43, Releve 2",?,"AMS, 2558",Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,Leuven,NA
N Central,France,NA,4,Holocene,Mesolithic,Bedeilhac,Ech 1 limon sup,Bedeilhac Ech 1 limon sup,8617,7735,65,0.0084,intcal13,Lyon422,1.5640,42.8733,NA,NA,NA,Banadora,O Garcia,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian VI,Belvis,3,Belvis 2,14410,12330,50,0.0041,intcal13,SacA-6971,2.0833,42.8500,bone,NA,"Conv 14C, 7204","Renault-Miskovsky J., Leroi-Gourhan Arl., 1981. Bull. AFEQ, vol 3-4 : 121-128.",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian VI,Belvis,3,Belvis 3,15648,13080,50,0.0038,intcal13,SacA-6973,2.0833,42.8500,bone,NA,"Conv 14C, 7203","Renault-Miskovsky J., Leroi-Gourhan Arl., 1981. Bull. AFEQ, vol 3-4 : 121-128.",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian VI,Belvis,3,Belvis 4,14512,12270,280,0.0228,intcal13,Gif-2950,2.0833,42.8500,bone,NA,"Conv 14C, 6094","Renault-Miskovsky J., Leroi-Gourhan Arl., 1981. Bull. AFEQ, vol 3-4 : 121-128.",Leuven,NA
N Central,France,NA,1,LGM,Late Mousterian,Belvis,C7-E12-3,Belvis 7,28998,24840,320,0.0129,intcal13,AA-7391,2.0833,42.8500,bone - 15% original protein,?,"AMS, 1372",NA,Leuven,NA
N Central,France,NA,1,LGM,NA,Belvis,C7-E12-4,Belvis 7,32764,28840,510,0.0177,intcal13,AA-7392,2.0833,42.8500,bone with 4% original protein,?,"AMS, 1374",NA,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic,Benamer,Excavaciรณn 2009,Benamer Excavaciรณn 2009,8290,7490,50,0.0067,intcal13,NA,-0.4114,38.7852,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Gravettian,Beneito,B7,Beneito B7,16633,13740,180,0.0131,intcal13,Gif-8306,-0.4660,38.7981,bone,NA,"Conv 14C, 7917","Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris, Collin. De la Pena Alonso G. 2011,  PhD, Madrid",Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Evolved Aurignacian,Beneito,"B8, -223 cm",Beneito B8,12258,10520,110,0.0105,intcal13,Gif-8079,-0.4660,38.7981,bone,NA,"Conv 14C, 6497","Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris, Collin. Zilhao J. 2006. Pyrenae 37:7-84.",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Early Upper Palaeolithic, first Aurignacian layer, Aurignacian 0",Beneito,"C4, IX or VIII",Beneito C4,30162,26040,890,0.0342,intcal13,Gif-7650,-0.4660,38.7981,NA,NA,"Conv 14C, 4640","Carbonell e.a. 2000, In: Bar-Yosef & Pilbeam, The Geography of Neandertals and Modern Humans in Europe and the Greater Mediterranean, Peabody Museum Bulletin 8: 5-34. d'Errico F. & Sanchez Goni I. 2003 QSR 22: 769-788.",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Solutreo-gravettian,Beneito,II,Beneito II,19472,16140,140,0.0087,intcal13,Ua-32243,-0.4660,38.7981,NA,?,"AMS, 7251","Journal of World Prehistory 12, 1998: 121-198,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Solutreo-gravettian,Beneito,II B2,Beneito II,20104,16560,480,0.029,intcal13,Ly-3593,-0.4660,38.7981,NA,NA,"Conv 14C, 4737","Journal of World Prehistory 12, 1998: 121-198,",Leuven,NA
Northeast,Italy,NE Italy,4,Holocene,Castelnovian,Benussi,NA,Benussi,9788,8650,70,0.0081,intcal13,R-1045A,13.6426,45.7734,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,NE Italy,4,Holocene,Castelnovian,Benussi,NA,Benussi,7856,7050,60,0.0085,intcal13,R-1043,13.6426,45.7734,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Benussi,spits 3-4,Benussi 3-4,8045,7230,140,0.0194,intcal13,R1042,13.6426,45.7734,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Benussi,spit 5,Benussi 5,9305,8380,60,0.0072,intcal13,R1045,13.6426,45.7734,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Benussi,spits 5-6,Benussi 5-6,9788,8650,70,0.0081,intcal13,R1045a,13.6426,45.7734,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Southeast,Italy,NA,1,LGM,Gravettian of Noailles type,Bilancino,on gravels,Bilancino on gravels,28253,24220,100,0.0041,intcal13,Beta-93272,11.2590,43.9760,charcoal,?,"AMS, 1680",Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Leuven,NA
Southeast,Italy,NA,1,LGM,Gravettian of Noailles type,Bilancino,on gravels,Bilancino on gravels,29040,24970,110,0.0044,intcal13,Beta-93271,11.2590,43.9760,charcoal,?,"AMS, 1679",Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Leuven,NA
Southeast,Italy,NA,1,LGM,Gravettian of Noailles type,Bilancino,on gravels,Bilancino on gravels,29568,25410,150,0.0059,intcal13,Beta-106549,11.2590,43.9760,"charcoal from structured hearth Q36, Pinus silvestris",?,"AMS, 2249",Aranguren B & Revedin A. 2001. L'Anthropologie 105: 533-545. Aranguren B. 2007. Antiquity 81: 845-855.,Leuven,NA
Southeast,Italy,NA,4,Holocene,Mesolithic,Riparo Blanc,lower Part of mesolithic layer,Blanc lower Part of mesolithic layer,9619,8565,80,0.0093,intcal13,R341,13.0500,41.2300,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Southeast,Italy,Central Italy,4,Holocene,Mesolithic,Blanc,sup,Blanc sup,9619,8565,80,0.0093,intcal13,R-341,13.0500,41.2333,NA,NA,NA,NA,PANCEA,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipalaeolithic,Blaus,IV c,Blaus IV c,12566,10650,50,0.0047,intcal13,NA,-0.2016,39.8415,NA,NA,NA,NA,QSR paper,NA
N Central,France,NA,1,LGM,"Magdalenian middle, ancient?",Bois des Brousses,1A,Bois des Brousses 1A,19347,16060,80,0.005,intcal13,OxA-22040,3.5675,43.7138,NA,?,"AMS, 5276","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Bazile F. 2011. Paleo 22.",Leuven,NA
N Central,France,NA,1,LGM,"Magdalenian middle, ancient?",Bois des Brousses,1A,Bois des Brousses 1A,19112,15800,300,0.019,intcal13,Mc-2247,3.5675,43.7138,NA,NA,"Conv 14C, 2033","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Bazile F. 2011. Paleo 22.",Leuven,NA
N Central,France,NA,1,LGM,Epigravettian,Bois des Brousses,3,Bois des Brousses 3,19838,16440,80,0.0049,intcal13,OxA-22941,3.5675,43.7138,NA,?,"AMS, 5277",Bazile F. 2011. Paleo 22.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Solutrean,Bois des Brousses,2B,Bois-des-Brousses 2B,16284,13500,230,0.017,intcal13,Gif-6013,3.5675,43.7138,charcoal,NA,"Conv 14C, 3751","Bazile-Robert E., 1981. Palรฉobiologie continentale, XII, nยฐ1 : 79-90",Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Bora Gran,NA,Bora Gran,13444,11470,500,0.0436,intcal13,M-1023,2.8181,42.1614,NA,NA,"Conv 14C, 4718","Journal of World Prehistory 12, 1998: 121-198,",Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Magdalenian,Bora Gran,NA,Bora Gran,15320,12830,80,0.0062,intcal13,Ox BGA-2222,2.8181,42.1614,Rangifer tarandus tooth,?,"AMS, 1087","J. Fullola i Pericot, Recherches sur le Palรฉolithique supรฉrieur dans le Nord-Est ibรฉrique (1996-2000), Congrรจs UISPP, Liรจge 2001, URAUL 97, 141-148",Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,"Mousterian Acheulean Tradition A, Upper Magdalenian",Bora Gran,NA,Bora Gran,15662,13080,90,0.0069,intcal13,Ox BGA-2153 or ?2513?,2.8181,42.1614,Rangifer tarandus tooth,?,"AMS, 1086","J. Fullola i Pericot, Recherches sur le Palรฉolithique supรฉrieur dans le Nord-Est ibรฉrique (1996-2000), Congrรจs UISPP, Liรจge 2001, URAUL 97, 141-148.",Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Mesolitico Geometrico,Botiqueria de los Moros,-,Botiqueria de los Moros,8700,7750,200,0.0258,intcal13,Ly1198,0.1886,41.1003,NA,NA,NA,Barandiarรกn 1987,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolithic,Botiqueria de los Moros,"level 2, phase A","Botiqueria de los Moros level 2, phase A",8392,7600,50,0.0066,intcal13,NA,0.1886,41.1003,NA,NA,NA,NA,QSR paper,NA
N Central,Spain,NE Spain,4,Holocene,Mesolithic,Botiqueria de los Moros,"level 4, phase B","Botiqueria de los Moros level 4, phase B",7699,6830,50,0.0073,intcal13,NA,0.1886,41.1003,NA,NA,NA,NA,QSR paper,NA
N Central,France,NA,1,LGM,Gravettian,Bouzil,N 2; Level 3,Bouzil N 2; Level 3,27793,23570,200,0.0085,intcal13,Ly-390/AA-23353,4.6239,44.4990,charcoal,NA,"Conv 14C, 7200",Renault-Miskovsky and Onoratini 1997,Leuven,NA
Northeast,Italy,NA,4,Holocene,Ancient Mesolithic,Broion,6,Broion 6,7772,6930,60,0.0087,intcal13,R-892,11.5167,45.4333,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,Polcenigo,3,End Glacial,Epigravettian,Bus de la Lum,NA,Bus de la Lum,12297,10430,50,0.0048,intcal13,UtC-8912,12.4958,46.0300,NA,NA,NA,NA,PANCEA,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipaleolithic,Caballo,4-2,Caballo 4-2,12426,10780,370,0.0343,intcal13,NA,-1.1667,37.5500,NA,NA,NA,NA,QSR paper,NA
Southeast,Italy,NA,1,LGM,Gravettian,Cala delle Ossa,5-7,Cala delle Ossa 5-7,27982,23780,350,0.0147,intcal13,ROM-,11.5000,42.5000,charcoal,NA,"Conv 14C, 3933","Mussi M., 2000. Heading South. In: Hunters of the Golden Age: 355-374. Bietti, 1997.",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Gravettian,Calanca,B,Calanca B,17266,14260,170,0.0119,intcal13,NA,15.3643,40.0009,NA,NA,"Conv 14C, 6382",Palma di Cesnola A.. 1996. Eraul: 305-317.,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,"Ancient Epigravettian, Bertonian",Campo delle Piane,Single level,Campo delle Piane Single level,18107,14890,120,0.0081,intcal13,Ly-2331,13.9167,42.4500,Charcoal,NA,"Conv 14C, 6785","Olive, Valentin, 2005",Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,"Ancient Epigravettian, Bertonian",Campo delle Piane,Single level,Campo delle Piane Single level,18024,14810,120,0.0081,intcal13,GifA-100542,13.9167,42.4500,NA,?,"AMS, 7399","Olive, Valentin, 2005",Leuven,NA
